

#
# Macro definitions
#
$catalogVersion=catalogVersion(catalog(id[default='outdoors']),version[default='Staged'])[unique=true,default='outdoors:Staged']
$prices=europe1Prices[translator=de.hybris.platform.europe1.jalo.impex.Europe1PricesTranslator]
$baseProduct=baseProduct(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$supercategories=supercategories(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$picture=picture(code,$catalogVersion)
$thumbnail=thumbnail(code,$catalogVersion)
$medias=medias(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$gallery=galleryImages(qualifier,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))


#
# Create variant product type Shoes
#
$impex.legacy.scripting=true;
#%import de.hybris.platform.jalo.type.Type;
#%import de.hybris.platform.jalo.type.TypeManager;
#%import java.util.Collections;
#%import java.util.Map;
#%import de.hybris.platform.jalo.SessionContext;
#%import de.hybris.platform.jalo.JaloSession;
#%import de.hybris.platform.jalo.c2l.C2LManager;
#%import de.hybris.platform.jalo.type.AttributeDescriptor;
#%import de.hybris.platform.jalo.type.JaloDuplicateQualifierException;
#%import de.hybris.platform.variants.jalo.VariantAttributeDescriptor;
#%import de.hybris.platform.variants.jalo.VariantType;
#%import de.hybris.platform.variants.jalo.VariantsManager;

#%Type stringType = TypeManager.getInstance().getType("java.lang.String");
#%Type locStringType = TypeManager.getInstance().getType("localized:java.lang.String");
#%Map emptyDefaultValue = Collections.EMPTY_MAP;
#%SessionContext en = JaloSession.getCurrentSession().createSessionContext();
#%en.setLanguage(C2LManager.getInstance().getLanguageByIsoCode("en"));
#%SessionContext noLang = JaloSession.getCurrentSession().createSessionContext();
#%noLang.setLanguage(null);
#// Shoes
#%VariantType vt = VariantsManager.getInstance().createVariantType("Shoes");
#%vt.getAttributeDescriptor("code").setUnique(true);
#%vt.getAttributeDescriptor("catalogVersion").setUnique(true);
#%vt.setName(en, "Shoe");
#%VariantAttributeDescriptor vad = vt.createVariantAttributeDescriptor("size", stringType, AttributeDescriptor.READ_FLAG + AttributeDescriptor.WRITE_FLAG + AttributeDescriptor.SEARCH_FLAG);
#%vad.setName(en, "Size");
#%vad.setPosition(0);
#%vad = vt.createVariantAttributeDescriptor("color", locStringType, AttributeDescriptor.READ_FLAG + AttributeDescriptor.WRITE_FLAG + AttributeDescriptor.SEARCH_FLAG);
#%vad.setName(en, "Color");
#%vad.setPosition(1);
#%vad.setDefaultValue(noLang, emptyDefaultValue);



INSERT_UPDATE Tax;code[unique=true];name[lang=de];name[lang=en];value;currency(isocode)
;VAT_FULL;MwSt voll;VAT full;19;
;VAT_HALF;MwSt halb;VAT half;7;

INSERT_UPDATE ProductTaxGroup;code[unique=true];name[lang=de];name[lang=en];
;Tax_Full;voller Steuersatz;full tax rate;
;Tax_Half;halber Steuersatz;half tax rate;

INSERT_UPDATE TaxRow;pg(code)[unique=true];tax(code)[unique=true];value;currency(isocode);
;Tax_Full;VAT_FULL;19;
;Tax_Half;VAT_HALF;7;

#
# Create a catalog
#
INSERT_UPDATE Catalog;id[unique=true];name[lang=en];name[lang=de];
;outdoors;Outdoors;Outdoors

#
# Create a catalog version
#
INSERT_UPDATE CatalogVersion;catalog(id)[unique=true];version[unique=true];active;writePrincipals(uid)[default=productmanagergroup];
;outdoors;Staged;true;productmanagergroup,productmanager;
;outdoors;Online;false;productmanagergroup,productmanager;

#
# Create a category
#
INSERT_UPDATE Category;code[unique=true];allowedPrincipals(uid);$catalogVersion;name[lang=de];name[lang=en];description[lang=de];description[lang=en];$supercategories;
;31415.3-7;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";7;31415:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Online";"Nairobi Pink.thumbnail.jpg:outdoors:Online";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Online;



;31415.3-8;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";8;31415:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Staged";"Nairobi Pink.thumbnail.jpg:outdoors:Staged";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Staged;
;31415.3-8;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";8;31415:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Online";"Nairobi Pink.thumbnail.jpg:outdoors:Online";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Online;



;31415.3-9;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";9;31415:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Staged";"Nairobi Pink.thumbnail.jpg:outdoors:Staged";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Staged;
;31415.3-9;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";9;31415:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Online";"Nairobi Pink.thumbnail.jpg:outdoors:Online";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Online;



;31415.3-10;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";10;31415:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Staged";"Nairobi Pink.thumbnail.jpg:outdoors:Staged";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Staged;
;31415.3-10;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";10;31415:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Online";"Nairobi Pink.thumbnail.jpg:outdoors:Online";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Online;



;31415.3-11;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";11;31415:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Staged";"Nairobi Pink.thumbnail.jpg:outdoors:Staged";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Staged;
;31415.3-11;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";11;31415:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Online";"Nairobi Pink.thumbnail.jpg:outdoors:Online";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Online;



;31415.3-12;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";12;31415:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Staged";"Nairobi Pink.thumbnail.jpg:outdoors:Staged";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Staged;
;31415.3-12;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";12;31415:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Online";"Nairobi Pink.thumbnail.jpg:outdoors:Online";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Online;



;31415.3-13;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";13;31415:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Staged";"Nairobi Pink.thumbnail.jpg:outdoors:Staged";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Staged;
;31415.3-13;"Nairobi Runners Pink";"Nairobi Runners Pink";"Pink";"Pink";13;31415:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Nairobi Pink.jpg:outdoors:Online";"Nairobi Pink.thumbnail.jpg:outdoors:Online";"Men's Sport Footwear";"Men's Sport Footwear";31415.3-media:outdoors:Online;



;32764.1-7;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";7;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Staged";"Mombassa Pink.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Staged;
;32764.1-7;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";7;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Online";"Mombassa Pink.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Online;



;32764.1-8;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";8;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Staged";"Mombassa Pink.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Staged;
;32764.1-8;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";8;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Online";"Mombassa Pink.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Online;



;32764.1-9;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";9;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Staged";"Mombassa Pink.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Staged;
;32764.1-9;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";9;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Online";"Mombassa Pink.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Online;



;32764.1-10;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";10;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Staged";"Mombassa Pink.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Staged;
;32764.1-10;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";10;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Online";"Mombassa Pink.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Online;



;32764.1-11;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";11;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Staged";"Mombassa Pink.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Staged;
;32764.1-11;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";11;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Online";"Mombassa Pink.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Online;



;32764.1-12;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";12;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Staged";"Mombassa Pink.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Staged;
;32764.1-12;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";12;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Online";"Mombassa Pink.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Online;



;32764.1-13;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";13;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Staged";"Mombassa Pink.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Staged;
;32764.1-13;"Mombassa Runners Pink";"Mombassa Runners Pink";"Pink";"Pink";13;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Pink.jpg:outdoors:Online";"Mombassa Pink.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.1-media:outdoors:Online;



;32764.2-7;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";7;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Staged";"Mombassa Purple.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Staged;
;32764.2-7;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";7;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Online";"Mombassa Purple.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Online;



;32764.2-8;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";8;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Staged";"Mombassa Purple.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Staged;
;32764.2-8;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";8;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Online";"Mombassa Purple.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Online;



;32764.2-9;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";9;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Staged";"Mombassa Purple.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Staged;
;32764.2-9;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";9;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Online";"Mombassa Purple.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Online;



;32764.2-10;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";10;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Staged";"Mombassa Purple.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Staged;
;32764.2-10;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";10;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Online";"Mombassa Purple.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Online;



;32764.2-11;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";11;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Staged";"Mombassa Purple.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Staged;
;32764.2-11;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";11;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Online";"Mombassa Purple.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Online;



;32764.2-12;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";12;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Staged";"Mombassa Purple.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Staged;
;32764.2-12;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";12;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Online";"Mombassa Purple.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Online;



;32764.2-13;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";13;32764:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Staged";"Mombassa Purple.thumbnail.jpg:outdoors:Staged";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Staged;
;32764.2-13;"Mombassa Runners Purple";"Mombassa Runners Purple";"Purple";"Purple";13;32764:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 120.0 USD N";pieces;"Mombassa Purple.jpg:outdoors:Online";"Mombassa Purple.thumbnail.jpg:outdoors:Online";"Women's Cross-Trainers";"Women's Cross-Trainers";32764.2-media:outdoors:Online;



;9846834-S;"Tacna";"Tacna";"blau";"blue";S;9846834:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 42.0 USD N";pieces;"Tacna.jpg:outdoors:Staged";"Tacna.thumbnail.jpg:outdoors:Staged";"Biking Helmet";"Biking Helmet";9846834-media:outdoors:Staged;
;9846834-S;"Tacna";"Tacna";"blau";"blue";S;9846834:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 42.0 USD N";pieces;"Tacna.jpg:outdoors:Online";"Tacna.thumbnail.jpg:outdoors:Online";"Biking Helmet";"Biking Helmet";9846834-media:outdoors:Online;



;9846834-M;"Tacna";"Tacna";"blau";"blue";M;9846834:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 42.0 USD N";pieces;"Tacna.jpg:outdoors:Staged";"Tacna.thumbnail.jpg:outdoors:Staged";"Biking Helmet";"Biking Helmet";9846834-media:outdoors:Staged;
;9846834-M;"Tacna";"Tacna";"blau";"blue";M;9846834:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 42.0 USD N";pieces;"Tacna.jpg:outdoors:Online";"Tacna.thumbnail.jpg:outdoors:Online";"Biking Helmet";"Biking Helmet";9846834-media:outdoors:Online;



;9846834-L;"Tacna";"Tacna";"blau";"blue";L;9846834:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 42.0 USD N";pieces;"Tacna.jpg:outdoors:Staged";"Tacna.thumbnail.jpg:outdoors:Staged";"Biking Helmet";"Biking Helmet";9846834-media:outdoors:Staged;
;9846834-L;"Tacna";"Tacna";"blau";"blue";L;9846834:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 42.0 USD N";pieces;"Tacna.jpg:outdoors:Online";"Tacna.thumbnail.jpg:outdoors:Online";"Biking Helmet";"Biking Helmet";9846834-media:outdoors:Online;



;9846834-XL;"Tacna";"Tacna";"blau";"blue";XL;9846834:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 42.0 USD N";pieces;"Tacna.jpg:outdoors:Staged";"Tacna.thumbnail.jpg:outdoors:Staged";"Biking Helmet";"Biking Helmet";9846834-media:outdoors:Staged;
;9846834-XL;"Tacna";"Tacna";"blau";"blue";XL;9846834:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 42.0 USD N";pieces;"Tacna.jpg:outdoors:Online";"Tacna.thumbnail.jpg:outdoors:Online";"Biking Helmet";"Biking Helmet";9846834-media:outdoors:Online;



;9846834-XXL;"Tacna";"Tacna";"blau";"blue";XXL;9846834:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 42.0 USD N";pieces;"Tacna.jpg:outdoors:Staged";"Tacna.thumbnail.jpg:outdoors:Staged";"Biking Helmet";"Biking Helmet";9846834-media:outdoors:Staged;
;9846834-XXL;"Tacna";"Tacna";"blau";"blue";XXL;9846834:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 42.0 USD N";pieces;"Tacna.jpg:outdoors:Online";"Tacna.thumbnail.jpg:outdoors:Online";"Biking Helmet";"Biking Helmet";9846834-media:outdoors:Online;



;946346-S;"Whistler Snow";"Whistler Snow";"blau";"blue";S;946346:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 244.95 USD N";pieces;"Whistler.jpg:outdoors:Staged";"Whistler.thumbnail.jpg:outdoors:Staged";"Snowboard";"Snowboard";946346-media:outdoors:Staged;
;946346-S;"Whistler Snow";"Whistler Snow";"blau";"blue";S;946346:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 244.95 USD N";pieces;"Whistler.jpg:outdoors:Online";"Whistler.thumbnail.jpg:outdoors:Online";"Snowboard";"Snowboard";946346-media:outdoors:Online;



;946346-M;"Whistler Snow";"Whistler Snow";"blau";"blue";M;946346:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 244.95 USD N";pieces;"Whistler.jpg:outdoors:Staged";"Whistler.thumbnail.jpg:outdoors:Staged";"Snowboard";"Snowboard";946346-media:outdoors:Staged;
;946346-M;"Whistler Snow";"Whistler Snow";"blau";"blue";M;946346:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 244.95 USD N";pieces;"Whistler.jpg:outdoors:Online";"Whistler.thumbnail.jpg:outdoors:Online";"Snowboard";"Snowboard";946346-media:outdoors:Online;



;946346-L;"Whistler Snow";"Whistler Snow";"blau";"blue";L;946346:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 244.95 USD N";pieces;"Whistler.jpg:outdoors:Staged";"Whistler.thumbnail.jpg:outdoors:Staged";"Snowboard";"Snowboard";946346-media:outdoors:Staged;
;946346-L;"Whistler Snow";"Whistler Snow";"blau";"blue";L;946346:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 244.95 USD N";pieces;"Whistler.jpg:outdoors:Online";"Whistler.thumbnail.jpg:outdoors:Online";"Snowboard";"Snowboard";946346-media:outdoors:Online;



;946346-XL;"Whistler Snow";"Whistler Snow";"blau";"blue";XL;946346:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 244.95 USD N";pieces;"Whistler.jpg:outdoors:Staged";"Whistler.thumbnail.jpg:outdoors:Staged";"Snowboard";"Snowboard";946346-media:outdoors:Staged;
;946346-XL;"Whistler Snow";"Whistler Snow";"blau";"blue";XL;946346:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 244.95 USD N";pieces;"Whistler.jpg:outdoors:Online";"Whistler.thumbnail.jpg:outdoors:Online";"Snowboard";"Snowboard";946346-media:outdoors:Online;



;946346-XXL;"Whistler Snow";"Whistler Snow";"blau";"blue";XXL;946346:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 244.95 USD N";pieces;"Whistler.jpg:outdoors:Staged";"Whistler.thumbnail.jpg:outdoors:Staged";"Snowboard";"Snowboard";946346-media:outdoors:Staged;
;946346-XXL;"Whistler Snow";"Whistler Snow";"blau";"blue";XXL;946346:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 244.95 USD N";pieces;"Whistler.jpg:outdoors:Online";"Whistler.thumbnail.jpg:outdoors:Online";"Snowboard";"Snowboard";946346-media:outdoors:Online;



;93487-S;"Blackcomb Snow";"Blackcomb Snow";"blau";"blue";S;93487:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Blackcomb.jpg:outdoors:Staged";"Blackcomb.thumbnail.jpg:outdoors:Staged";"Ski Gloves";"Ski Gloves";93487-media:outdoors:Staged;
;93487-S;"Blackcomb Snow";"Blackcomb Snow";"blau";"blue";S;93487:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Blackcomb.jpg:outdoors:Online";"Blackcomb.thumbnail.jpg:outdoors:Online";"Ski Gloves";"Ski Gloves";93487-media:outdoors:Online;



;93487-M;"Blackcomb Snow";"Blackcomb Snow";"blau";"blue";M;93487:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Blackcomb.jpg:outdoors:Staged";"Blackcomb.thumbnail.jpg:outdoors:Staged";"Ski Gloves";"Ski Gloves";93487-media:outdoors:Staged;
;93487-M;"Blackcomb Snow";"Blackcomb Snow";"blau";"blue";M;93487:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Blackcomb.jpg:outdoors:Online";"Blackcomb.thumbnail.jpg:outdoors:Online";"Ski Gloves";"Ski Gloves";93487-media:outdoors:Online;



;93487-L;"Blackcomb Snow";"Blackcomb Snow";"blau";"blue";L;93487:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Blackcomb.jpg:outdoors:Staged";"Blackcomb.thumbnail.jpg:outdoors:Staged";"Ski Gloves";"Ski Gloves";93487-media:outdoors:Staged;
;93487-L;"Blackcomb Snow";"Blackcomb Snow";"blau";"blue";L;93487:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Blackcomb.jpg:outdoors:Online";"Blackcomb.thumbnail.jpg:outdoors:Online";"Ski Gloves";"Ski Gloves";93487-media:outdoors:Online;



;93487-XL;"Blackcomb Snow";"Blackcomb Snow";"blau";"blue";XL;93487:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 75.0 USD N";pieces;"Blackcomb.jpg:outdoors:Staged";"Blackcomb.thumbnail.jpg:outdoors:Staged";"Ski Gloves";"Ski Gloves";93487-media:outdoors:Staged;
